id_pedido,transportadora,valor_frete,cidade_destino,data_postagem,data_previsao_entrega,data_entrega_real,status_pedido,nota_review,comentario_cliente
PED-1862,Correios,59.89,São Paulo,2026-01-31,2026-02-05,2026-02-02,Entregue,5,Parabéns pela agilidade!
PED-1863,Jadlog,118.13,Florianópolis,2026-01-30,2026-02-07,,Extraviado,1,Nunca mais compro aqui.
PED-1864,Jadlog,76.51,Belo Horizonte,2026-01-31,2026-02-05,2026-02-03,Entregue,4,Parabéns pela agilidade!
PED-1865,Loggi,88.21,São Paulo,2026-02-01,2026-02-09,2026-02-14,Entregue,1,"Não recomendo, péssima experiência."
PED-1866,Loggi,34.56,São Paulo,2026-01-31,2026-02-10,,Em Trânsito,3,"Razoável, poderia ser melhor."
PED-1867,Loggi,16.59,Brasília,2026-01-31,2026-02-10,2026-02-06,Entregue,4,"Muito bom, sem reclamações."
PED-1868,Correios,18.88,Manaus,2026-02-02,2026-02-11,2026-02-12,Entregue,1,"Produto extraviado, tive que abrir reclamação."
PED-1869,Loggi,19.23,Curitiba,2026-02-01,2026-02-11,2026-02-11,Entregue,4,"Produto original, vendedor confiável."
PED-1870,FedEx,17.82,São Paulo,2026-02-01,2026-02-09,2026-02-12,Entregue,3,"Produto bom, mas o frete foi caro."
PED-1871,Loggi,29.67,Curitiba,2026-02-03,2026-02-08,,Em Trânsito,4,Excelente atendimento e entrega.
PED-1872,Jadlog,64.34,Fortaleza,2026-02-03,2026-02-12,2026-02-15,Entregue,2,Cancelei porque demorou demais.
PED-1873,Jadlog,48.95,Goiânia,2026-02-04,2026-02-11,,Em Trânsito,3,Entrega demorou mais que o previsto.
PED-1874,FedEx,86.83,Rio de Janeiro,2026-02-03,2026-02-12,2026-02-12,Entregue,5,"Chegou antes do prazo, excelente!"
PED-1875,Jadlog,61.7,Manaus,2026-02-03,2026-02-13,2026-02-14,Entregue,1,"Suporte ruim, difícil contato."
PED-1876,Jadlog,47.02,Curitiba,2026-02-03,2026-02-09,,Extraviado,1,"Suporte ruim, difícil contato."
PED-1877,Loggi,73.48,Porto Alegre,2026-02-03,2026-02-11,,Extraviado,2,"Não recomendo, péssima experiência."
PED-1878,FedEx,41.9,São Paulo,2026-02-03,2026-02-13,2026-02-10,Entregue,5,"Embalagem perfeita, produto intacto."
PED-1879,Correios,83.59,São Paulo,2026-02-04,2026-02-13,2026-02-11,Entregue,4,"Frete rápido, adorei!"
PED-1880,FedEx,35.87,Porto Alegre,2026-02-04,2026-02-12,2026-02-15,Entregue,3,Entrega demorou mais que o previsto.
PED-1881,FedEx,92.06,Belo Horizonte,2026-02-04,2026-02-14,2026-02-06,Entregue,4,Parabéns pela agilidade!
PED-1882,Correios,61.19,Joinville,2026-02-05,2026-02-15,2026-02-08,Entregue,5,Excelente atendimento e entrega.
PED-1883,Loggi,139.84,Rio de Janeiro,2026-02-06,2026-02-16,2026-02-08,Entregue,5,"Entrega rápida, muito satisfeito!"
PED-1884,FedEx,138.4,São Paulo,2026-02-06,2026-02-12,2026-02-10,Entregue,5,Entrega no prazo e produto conforme descrito.
PED-1885,FedEx,108.4,Curitiba,2026-02-06,2026-02-15,2026-02-16,Entregue,1,Produto não era o que esperava.
PED-1886,Jadlog,99.2,São Paulo,2026-02-07,2026-02-17,2026-02-10,Entregue,5,Parabéns pela agilidade!
PED-1887,Correios,46.82,São Paulo,2026-02-07,2026-02-14,2026-02-09,Entregue,5,"Frete rápido, adorei!"
PED-1888,Jadlog,57.79,Rio de Janeiro,2026-02-07,2026-02-15,2026-02-09,Entregue,4,"Produto original, vendedor confiável."
PED-1889,Jadlog,58.21,Belém,2026-02-07,2026-02-15,,Em Trânsito,2,Nunca mais compro aqui.
PED-1890,Loggi,26.76,São Paulo,2026-02-08,2026-02-13,2026-02-12,Entregue,5,Superou minhas expectativas!
PED-1891,Jadlog,18.46,São Paulo,2026-02-09,2026-02-18,2026-02-15,Entregue,4,"Produto de qualidade, entrega pontual."
PED-1892,Jadlog,77.53,Brasília,2026-02-09,2026-02-19,2026-02-11,Entregue,5,"Frete rápido, adorei!"
PED-1893,Loggi,20.74,São Paulo,2026-02-08,2026-02-18,2026-02-16,Entregue,4,"Frete rápido, adorei!"
PED-1894,Loggi,82.9,Curitiba,2026-02-10,2026-02-18,2026-02-16,Entregue,4,"Produto de qualidade, entrega pontual."
PED-1895,Jadlog,83.52,Curitiba,2026-02-09,2026-02-18,2026-02-14,Entregue,5,"Chegou antes do prazo, excelente!"
PED-1896,Correios,21.2,Curitiba,2026-02-11,2026-02-18,,Em Trânsito,2,Decepcionante do início ao fim.
PED-1897,Loggi,45.94,Goiânia,2026-02-11,2026-02-19,2026-02-16,Entregue,4,"Produto top, recomendo!"
PED-1898,Jadlog,19.06,Recife,2026-02-12,2026-02-20,2026-02-20,Entregue,5,"Embalagem perfeita, produto intacto."
PED-1899,Correios,121.82,Belo Horizonte,2026-02-13,2026-02-21,2026-02-16,Entregue,5,Excelente atendimento e entrega.
PED-1900,Jadlog,53.67,Campinas,2026-02-12,2026-02-21,2026-02-20,Entregue,5,Ótimo custo-benefício!
PED-1901,Jadlog,16.85,Brasília,2026-02-13,2026-02-22,2026-02-16,Entregue,4,"Frete rápido, adorei!"
PED-1902,Loggi,26.66,São Paulo,2026-02-14,2026-02-21,2026-02-17,Entregue,4,"Produto de qualidade, entrega pontual."
PED-1903,Loggi,27.97,Curitiba,2026-02-15,2026-02-21,,Cancelado,2,Frete caro e entrega lenta.
PED-1904,Jadlog,27.51,São Paulo,2026-02-14,2026-02-22,2026-02-24,Entregue,2,Muito atraso na entrega.
PED-1905,FedEx,129.17,São Paulo,2026-02-15,2026-02-22,2026-02-21,Entregue,5,"Muito bom, sem reclamações."
PED-1906,Jadlog,26.95,São Paulo,2026-02-17,2026-02-22,,Cancelado,3,"Chegou com pequeno atraso, mas o produto é bom."
PED-1907,FedEx,33.54,Recife,2026-02-16,2026-02-25,2026-02-23,Entregue,4,"Frete rápido, adorei!"
PED-1908,Correios,16.14,São Paulo,2026-02-18,2026-02-23,2026-02-22,Entregue,5,"Embalagem perfeita, produto intacto."
PED-1909,Loggi,15.77,Recife,2026-02-19,2026-02-27,2026-02-22,Entregue,4,"Qualidade impecável, voltarei a comprar."
PED-1910,FedEx,47.13,Curitiba,2026-02-19,2026-03-01,,Cancelado,1,Produto chegou com defeito.
PED-1911,FedEx,51.79,São Paulo,2026-02-20,2026-03-01,2026-02-25,Entregue,4,"Entrega rápida, muito satisfeito!"
PED-1912,Correios,17.24,Joinville,2026-02-21,2026-03-02,2026-03-04,Entregue,2,Atrasou e a caixa veio amassada.
PED-1913,Correios,21.69,Porto Alegre,2026-02-21,2026-03-02,2026-02-25,Entregue,5,"Frete rápido, adorei!"
PED-1914,Correios,32.71,São Paulo,2026-02-22,2026-02-27,2026-03-01,Entregue,1,"Suporte ruim, difícil contato."
PED-1915,Loggi,38.74,Curitiba,2026-02-22,2026-03-03,2026-03-01,Entregue,5,Entrega no prazo e produto conforme descrito.
PED-1916,FedEx,144.42,Rio de Janeiro,2026-02-23,2026-03-01,2026-03-05,Entregue,3,Esperava mais pela qualidade do produto.
PED-1917,Jadlog,36.59,Campinas,2026-02-22,2026-03-01,2026-02-26,Entregue,5,Entrega no prazo e produto conforme descrito.
PED-1918,Jadlog,27.01,Rio de Janeiro,2026-02-23,2026-03-02,,Cancelado,3,Embalagem poderia ser melhor.
PED-1919,Loggi,20.76,Belo Horizonte,2026-02-22,2026-03-04,2026-03-04,Entregue,5,"Qualidade impecável, voltarei a comprar."
PED-1920,Jadlog,119.59,Campinas,2026-02-22,2026-02-28,2026-02-25,Entregue,5,"Produto top, recomendo!"
PED-1921,Jadlog,17.33,Belo Horizonte,2026-02-23,2026-03-02,2026-02-27,Entregue,5,"Produto original, vendedor confiável."
PED-1922,FedEx,98.72,Belém,2026-02-23,2026-03-05,2026-02-26,Entregue,4,"Produto original, vendedor confiável."
PED-1923,Jadlog,17.3,Curitiba,2026-02-24,2026-03-06,2026-03-04,Entregue,5,"Produto de qualidade, entrega pontual."
PED-1924,Loggi,59.62,Belo Horizonte,2026-02-23,2026-03-01,2026-02-27,Entregue,4,Parabéns pela agilidade!
PED-1925,Correios,86.17,Florianópolis,2026-02-24,2026-03-02,2026-03-06,Entregue,3,"Produto bom, mas o frete foi caro."
PED-1926,Loggi,46.52,Curitiba,2026-02-24,2026-03-02,,Em Trânsito,2,Cancelei porque demorou demais.
PED-1927,FedEx,57.6,São Paulo,2026-02-26,2026-03-04,2026-02-28,Entregue,5,Entrega no prazo e produto conforme descrito.
PED-1928,Jadlog,35.01,Rio de Janeiro,2026-02-27,2026-03-06,2026-03-05,Entregue,5,"Produto original, vendedor confiável."
PED-1929,Loggi,29.75,Curitiba,2026-02-26,2026-03-07,2026-03-07,Entregue,5,Excelente atendimento e entrega.
PED-1930,Correios,143.19,Rio de Janeiro,2026-02-27,2026-03-09,,Extraviado,1,Produto não era o que esperava.
PED-1931,FedEx,16.77,Curitiba,2026-02-27,2026-03-05,2026-03-01,Entregue,5,"Tudo certo, nota 10!"
PED-1932,Jadlog,28.51,Curitiba,2026-02-27,2026-03-04,,Em Trânsito,3,"Razoável, poderia ser melhor."
PED-1933,Correios,99.64,Joinville,2026-03-01,2026-03-08,2026-03-08,Entregue,4,"Chegou antes do prazo, excelente!"
PED-1934,Loggi,44.33,Recife,2026-02-28,2026-03-05,2026-03-06,Entregue,2,Pior experiência de compra online.
PED-1935,FedEx,23.53,São Paulo,2026-03-01,2026-03-07,2026-03-05,Entregue,4,"Produto original, vendedor confiável."
PED-1936,Jadlog,25.53,São Paulo,2026-03-01,2026-03-06,2026-03-05,Entregue,4,"Produto original, vendedor confiável."
PED-1937,Jadlog,99.3,Joinville,2026-03-02,2026-03-09,2026-03-08,Entregue,5,"Produto top, recomendo!"
PED-1938,Jadlog,82.19,Manaus,2026-03-01,2026-03-07,2026-03-08,Entregue,1,Atrasou e a caixa veio amassada.
PED-1939,FedEx,26.81,São Paulo,2026-03-01,2026-03-11,2026-03-07,Entregue,5,"Tudo certo, nota 10!"
PED-1940,Correios,136.66,Belo Horizonte,2026-03-01,2026-03-06,2026-03-05,Entregue,4,Superou minhas expectativas!
PED-1941,Jadlog,37.26,Belo Horizonte,2026-03-02,2026-03-08,2026-03-06,Entregue,5,"Qualidade impecável, voltarei a comprar."
PED-1942,Correios,88.75,Curitiba,2026-03-03,2026-03-10,2026-03-08,Entregue,5,Parabéns pela agilidade!
PED-1943,FedEx,20.96,Porto Alegre,2026-03-03,2026-03-09,2026-03-08,Entregue,4,Entrega no prazo e produto conforme descrito.
PED-1944,Loggi,49.43,Florianópolis,2026-03-02,2026-03-08,,Em Trânsito,2,Nunca mais compro aqui.
PED-1945,Correios,143.53,Joinville,2026-03-03,2026-03-10,2026-03-07,Entregue,4,"Muito bom, sem reclamações."
PED-1946,Correios,21.3,Florianópolis,2026-03-03,2026-03-12,2026-03-05,Entregue,4,"Muito bom, sem reclamações."
PED-1947,Loggi,17.05,Brasília,2026-03-04,2026-03-10,2026-03-09,Entregue,4,"Tudo certo, nota 10!"
PED-1948,Correios,149.24,Belo Horizonte,2026-03-04,2026-03-10,2026-03-09,Entregue,4,"Produto top, recomendo!"
PED-1949,Correios,28.09,Joinville,2026-03-04,2026-03-11,2026-03-07,Entregue,5,"Qualidade impecável, voltarei a comprar."
PED-1950,Jadlog,129.48,São Paulo,2026-03-05,2026-03-14,2026-03-14,Entregue,5,Parabéns pela agilidade!
PED-1951,Correios,18.75,São Paulo,2026-03-05,2026-03-14,2026-03-11,Entregue,5,"Embalagem perfeita, produto intacto."
PED-1952,FedEx,55.81,Belo Horizonte,2026-03-05,2026-03-13,2026-03-12,Entregue,5,Ótimo custo-benefício!
PED-1953,Jadlog,51.06,São Paulo,2026-03-05,2026-03-13,2026-03-09,Entregue,5,Excelente atendimento e entrega.
PED-1954,Jadlog,56.39,São Paulo,2026-03-06,2026-03-16,2026-03-12,Entregue,4,Parabéns pela agilidade!
PED-1955,Loggi,43.36,Curitiba,2026-03-06,2026-03-15,2026-03-14,Entregue,5,"Produto top, recomendo!"
PED-1956,FedEx,20.28,Curitiba,2026-03-06,2026-03-16,2026-03-14,Entregue,4,"Chegou antes do prazo, excelente!"
PED-1957,Correios,26.07,São Paulo,2026-03-06,2026-03-12,,Em Trânsito,4,"Entrega rápida, muito satisfeito!"
PED-1958,Jadlog,23.4,Belém,2026-03-06,2026-03-11,2026-03-09,Entregue,5,Ótimo custo-benefício!
PED-1959,Jadlog,81.54,Curitiba,2026-03-07,2026-03-14,,Em Trânsito,3,"Produto bom, mas o frete foi caro."
PED-1960,Loggi,94.98,Rio de Janeiro,2026-03-09,2026-03-17,2026-03-14,Entregue,5,Parabéns pela agilidade!
PED-1961,Loggi,20.13,São Paulo,2026-03-08,2026-03-16,2026-03-13,Entregue,4,Excelente atendimento e entrega.
PED-1962,Loggi,91.02,Joinville,2026-03-10,2026-03-20,2026-03-16,Entregue,5,"Produto original, vendedor confiável."
PED-1963,Correios,73.11,Goiânia,2026-03-10,2026-03-15,,Em Trânsito,2,Muito atraso na entrega.
PED-1964,Correios,25.66,São Paulo,2026-03-11,2026-03-17,2026-03-15,Entregue,4,Ótimo custo-benefício!
PED-1965,FedEx,28.89,Joinville,2026-03-12,2026-03-22,,Em Trânsito,4,"Produto original, vendedor confiável."
PED-1966,FedEx,37.59,Porto Alegre,2026-03-11,2026-03-17,2026-03-21,Entregue,2,"Veio errado, tive que devolver."
PED-1967,Correios,137.25,São Paulo,2026-03-11,2026-03-21,2026-03-21,Entregue,4,"Produto top, recomendo!"
PED-1968,Jadlog,41.98,Campinas,2026-03-12,2026-03-22,2026-03-22,Entregue,5,"Tudo certo, nota 10!"
PED-1969,FedEx,36.13,Joinville,2026-03-13,2026-03-21,2026-03-19,Entregue,4,Parabéns pela agilidade!
PED-1970,Loggi,120.03,Joinville,2026-03-13,2026-03-23,2026-03-15,Entregue,5,Entrega no prazo e produto conforme descrito.
PED-1971,Correios,141.89,Florianópolis,2026-03-13,2026-03-20,2026-03-16,Entregue,5,Parabéns pela agilidade!
PED-1972,Jadlog,125.96,Porto Alegre,2026-03-13,2026-03-22,2026-03-16,Entregue,4,Excelente atendimento e entrega.
PED-1973,Correios,63.46,Curitiba,2026-03-14,2026-03-23,2026-03-19,Entregue,4,"Qualidade impecável, voltarei a comprar."
PED-1974,FedEx,92.19,São Paulo,2026-03-14,2026-03-19,2026-03-19,Entregue,4,"Frete rápido, adorei!"
PED-1975,Jadlog,81.55,Belo Horizonte,2026-03-14,2026-03-23,2026-03-16,Entregue,5,Parabéns pela agilidade!
PED-1976,Jadlog,20.01,Salvador,2026-03-15,2026-03-20,,Em Trânsito,4,Superou minhas expectativas!
PED-1977,Loggi,17.49,Florianópolis,2026-03-16,2026-03-21,2026-03-20,Entregue,4,"Chegou antes do prazo, excelente!"
PED-1978,Jadlog,134.05,São Paulo,2026-03-16,2026-03-21,2026-03-21,Entregue,4,"Chegou antes do prazo, excelente!"
PED-1979,Correios,17.88,Joinville,2026-03-17,2026-03-25,,Extraviado,2,"Produto extraviado, tive que abrir reclamação."
PED-1980,FedEx,46.56,Rio de Janeiro,2026-03-17,2026-03-22,2026-03-20,Entregue,5,Excelente atendimento e entrega.
PED-1981,Correios,42.14,Curitiba,2026-03-18,2026-03-28,2026-03-21,Entregue,4,"Chegou antes do prazo, excelente!"
PED-1982,Correios,116.63,São Paulo,2026-03-19,2026-03-24,2026-03-21,Entregue,5,"Qualidade impecável, voltarei a comprar."
PED-1983,FedEx,71.35,Belo Horizonte,2026-03-21,2026-03-29,2026-04-01,Entregue,1,Nunca mais compro aqui.
PED-1984,Jadlog,93.06,São Paulo,2026-03-21,2026-03-31,2026-03-29,Entregue,4,Parabéns pela agilidade!
PED-1985,Jadlog,24.35,Joinville,2026-03-22,2026-03-30,2026-03-30,Entregue,4,"Tudo certo, nota 10!"
PED-1986,FedEx,34.79,Curitiba,2026-03-22,2026-03-30,,Em Trânsito,2,Produto não era o que esperava.
PED-1987,FedEx,67.33,Rio de Janeiro,2026-03-21,2026-03-28,2026-03-24,Entregue,4,"Produto top, recomendo!"
PED-1988,Correios,56.29,Porto Alegre,2026-03-21,2026-03-26,,Em Trânsito,3,"Produto ok, mas a entrega atrasou um pouco."
PED-1989,Loggi,109.73,Campinas,2026-03-22,2026-04-01,,Em Trânsito,4,"Qualidade impecável, voltarei a comprar."
PED-1990,FedEx,123.13,Rio de Janeiro,2026-03-23,2026-04-02,2026-03-29,Entregue,5,"Produto original, vendedor confiável."
PED-1991,FedEx,142.57,Brasília,2026-03-23,2026-03-28,2026-03-25,Entregue,4,"Muito bom, sem reclamações."
PED-1992,FedEx,21.8,Curitiba,2026-03-23,2026-04-02,,Cancelado,2,"Produto extraviado, tive que abrir reclamação."
PED-1993,Loggi,18.45,Joinville,2026-03-23,2026-03-28,2026-04-02,Entregue,1,Pior experiência de compra online.
PED-1994,Jadlog,48.15,Belém,2026-03-24,2026-04-03,,Cancelado,2,"Não recomendo, péssima experiência."
PED-1995,Jadlog,16.65,Manaus,2026-03-26,2026-03-31,2026-04-02,Entregue,1,Produto chegou com defeito.
PED-1996,FedEx,85.72,Belo Horizonte,2026-03-26,2026-04-05,2026-04-03,Entregue,5,Excelente atendimento e entrega.
PED-1997,Jadlog,27.1,São Paulo,2026-03-27,2026-04-03,2026-04-08,Entregue,2,Nunca mais compro aqui.
PED-1998,Jadlog,44.13,Manaus,2026-03-27,2026-04-03,2026-03-29,Entregue,5,"Entrega rápida, muito satisfeito!"
PED-1999,FedEx,130.35,Belo Horizonte,2026-03-27,2026-04-06,2026-03-30,Entregue,5,Entrega no prazo e produto conforme descrito.
